INFO: Running with entropic power schedule (0xFF, 100).
INFO: Seed: 1473116340
INFO: Loaded 1 modules   (512 inline 8-bit counters): 512 [0x1501e0000, 0x1501e0200), 
INFO: Loaded 1 PC tables (512 PCs): 512 [0x13d000000,0x13d002000), 
INFO: -max_len is not provided; libFuzzer will not generate inputs larger than 4096 bytes
INFO: A corpus is not provided, starting from an empty corpus
#2	INITED exec/s: 2 rss: 311Mb
WARNING: no interesting inputs were found so far. Is the code instrumented for coverage?
This may also happen if the target rejected all inputs we tried so far
#11627	NEW    cov: 93 ft: 397 corp: 118/1409b lim: 21 exec/s: 2 rss: 351Mb L: 16/21 MS: 2 CMP-InsertByte- DE: "\001\000"-
#11660	NEW    cov: 93 ft: 402 corp: 119/1429b lim: 21 exec/s: 2 rss: 351Mb L: 20/21 MS: 3 CopyPart-ChangeBinInt-CrossOver-
#11843	NEW    cov: 93 ft: 407 corp: 120/1448b lim: 21 exec/s: 2 rss: 351Mb L: 19/21 MS: 3 EraseBytes-CrossOver-InsertByte-
#11975	NEW    cov: 93 ft: 410 corp: 121/1468b lim: 21 exec/s: 2 rss: 351Mb L: 20/21 MS: 2 InsertByte-PersAutoDict- DE: "\377\377\377\377"-
#12192	NEW    cov: 93 ft: 411 corp: 122/1485b lim: 21 exec/s: 2 rss: 351Mb L: 17/21 MS: 2 InsertRepeatedBytes-PersAutoDict- DE: "\377\377\377\377"-
#12302	NEW    cov: 94 ft: 412 corp: 123/1506b lim: 21 exec/s: 2 rss: 351Mb L: 21/21 MS: 5 InsertRepeatedBytes-EraseBytes-CopyPart-CrossOver-CopyPart-
#12765	NEW    cov: 94 ft: 413 corp: 124/1521b lim: 25 exec/s: 2 rss: 351Mb L: 15/21 MS: 3 InsertByte-ChangeByte-CrossOver-
#12995	REDUCE cov: 94 ft: 413 corp: 124/1519b lim: 25 exec/s: 2 rss: 351Mb L: 12/21 MS: 5 ChangeBinInt-InsertRepeatedBytes-EraseBytes-ChangeByte-CrossOver-
#13052	NEW    cov: 94 ft: 424 corp: 125/1539b lim: 25 exec/s: 2 rss: 351Mb L: 20/21 MS: 2 CopyPart-CopyPart-
#13158	NEW    cov: 94 ft: 425 corp: 126/1562b lim: 25 exec/s: 2 rss: 351Mb L: 23/23 MS: 1 CopyPart-
#13469	NEW    cov: 94 ft: 426 corp: 127/1581b lim: 25 exec/s: 2 rss: 351Mb L: 19/23 MS: 1 PersAutoDict- DE: "\377\377\377\377"-
#13506	NEW    cov: 94 ft: 427 corp: 128/1602b lim: 25 exec/s: 2 rss: 351Mb L: 21/23 MS: 2 EraseBytes-CrossOver-
#13897	NEW    cov: 94 ft: 430 corp: 129/1626b lim: 25 exec/s: 2 rss: 351Mb L: 24/24 MS: 1 CrossOver-
#14019	NEW    cov: 94 ft: 433 corp: 130/1641b lim: 25 exec/s: 2 rss: 351Mb L: 15/24 MS: 2 ChangeByte-PersAutoDict- DE: "\377\377\377\377"-
#14085	NEW    cov: 94 ft: 436 corp: 131/1664b lim: 25 exec/s: 2 rss: 351Mb L: 23/24 MS: 1 PersAutoDict- DE: "\001\000"-
#14172	NEW    cov: 94 ft: 439 corp: 132/1688b lim: 25 exec/s: 2 rss: 351Mb L: 24/24 MS: 2 CopyPart-ChangeBinInt-
#14317	NEW    cov: 94 ft: 442 corp: 133/1707b lim: 25 exec/s: 2 rss: 351Mb L: 19/24 MS: 5 CopyPart-ChangeByte-CopyPart-CopyPart-CrossOver-
#14423	NEW    cov: 94 ft: 443 corp: 134/1724b lim: 25 exec/s: 2 rss: 351Mb L: 17/24 MS: 1 CopyPart-
#14451	REDUCE cov: 94 ft: 443 corp: 134/1718b lim: 25 exec/s: 2 rss: 351Mb L: 17/24 MS: 3 ChangeByte-ChangeBit-EraseBytes-
#14462	NEW    cov: 94 ft: 446 corp: 135/1739b lim: 25 exec/s: 2 rss: 351Mb L: 21/24 MS: 1 CMP- DE: "\377\377\377\377"-
#14485	REDUCE cov: 94 ft: 446 corp: 135/1738b lim: 25 exec/s: 2 rss: 351Mb L: 19/24 MS: 3 InsertRepeatedBytes-EraseBytes-CopyPart-
#14605	NEW    cov: 94 ft: 447 corp: 136/1761b lim: 25 exec/s: 2 rss: 351Mb L: 23/24 MS: 5 ChangeBinInt-CMP-CopyPart-ChangeBit-PersAutoDict- DE: "\377\377\377\377\377\377\377\377"-"\001\000"-
#14786	NEW    cov: 94 ft: 448 corp: 137/1783b lim: 25 exec/s: 2 rss: 351Mb L: 22/24 MS: 1 InsertByte-
